date,hour,day,post_type,category,traffic_source,cta,likes,comments,shares,saves,impressions,followers_gained,caption_length,hashtags
2025-10-07,22,Tuesday,carousel,Beauty,Explore,0,29,0,2,5,3290,865,113,4
2024-12-29,9,Sunday,image,Comedy,Explore,0,226,7,8,33,4382,430,104,4
2025-08-14,4,Thursday,carousel,Technology,Explore,0,89,3,2,10,7844,159,122,5
2025-06-28,10,Saturday,carousel,Beauty,Explore,1,248,7,9,48,17023,650,129,7
2025-01-31,1,Friday,image,Fitness,Explore,0,38,0,3,5,1184,736,104,9
2024-11-21,0,Thursday,carousel,Fitness,Hashtags,1,417,0,27,54,3187,715,107,6
2025-02-16,16,Sunday,image,Travel,Reels Feed,0,184,8,10,25,10548,852,109,8
2025-04-14,3,Monday,reel,Beauty,Explore,1,99,2,11,18,12598,40,121,11
2025-04-01,19,Tuesday,image,Travel,Hashtags,0,13,2,1,1,1640,342,122,9
2025-11-12,1,Wednesday,carousel,Comedy,Hashtags,1,361,15,22,73,7837,192,135,7
2025-08-19,17,Tuesday,reel,Fitness,Home Feed,0,285,12,8,43,6117,380,127,2
2025-06-16,3,Monday,image,Fashion,External,0,186,5,7,30,5627,132,119,9
2025-07-06,23,Sunday,reel,Fitness,Hashtags,1,251,11,9,31,4504,906,107,6
2025-09-19,21,Friday,carousel,Food,Home Feed,0,129,1,5,23,6556,930,112,6
2025-03-23,0,Sunday,image,Lifestyle,Profile,0,108,4,5,10,1797,348,140,11
2025-06-15,13,Sunday,reel,Technology,Explore,1,68,2,4,12,6908,336,119,11
2025-01-04,23,Saturday,reel,Beauty,Hashtags,0,183,6,6,22,4471,714,117,9
2025-05-30,20,Friday,carousel,Travel,Reels Feed,1,360,11,22,54,10516,204,118,11
2025-04-28,12,Monday,reel,Lifestyle,External,0,223,8,13,32,10367,179,131,10
2025-02-08,9,Saturday,image,Lifestyle,Reels Feed,0,53,1,1,10,1440,792,120,7
2025-06-24,12,Tuesday,carousel,Photography,Profile,0,704,21,31,103,13601,11,121,11
2025-06-27,10,Friday,reel,Music,Reels Feed,0,843,16,42,129,16662,121,124,11
2025-02-01,5,Saturday,image,Photography,Explore,1,570,23,33,91,25554,566,112,12
2025-04-06,22,Sunday,carousel,Photography,Hashtags,0,282,11,12,49,5452,511,144,16
2025-11-10,5,Monday,reel,Technology,External,0,177,5,8,35,4995,582,111,8
2025-08-19,18,Tuesday,carousel,Food,Home Feed,0,461,0,19,68,10388,338,120,14
2025-05-19,9,Monday,image,Fitness,External,1,88,3,5,14,2525,136,104,8
2025-03-15,17,Saturday,reel,Photography,Reels Feed,0,0,8,17,55,9824,695,136,6
2025-05-15,12,Thursday,image,Comedy,Hashtags,1,1420,50,73,206,65332,475,135,6
2025-01-03,15,Friday,image,Fitness,External,1,128,4,8,14,13023,811,128,5
2025-05-03,17,Saturday,reel,Food,Hashtags,1,0,8,20,55,9148,754,105,8
2025-10-01,2,Wednesday,carousel,Travel,Profile,0,198,6,14,29,4075,949,123,5
2025-06-09,14,Monday,carousel,Music,Home Feed,0,166,5,10,26,8025,877,134,12
2025-07-10,21,Thursday,image,Fitness,Home Feed,0,162,7,8,0,4704,942,134,7
2025-04-28,16,Monday,reel,Beauty,Explore,0,717,17,42,121,13931,229,138,6
2025-02-17,2,Monday,carousel,Technology,Profile,1,373,15,20,63,10597,120,134,10
2025-06-19,1,Thursday,image,Lifestyle,Profile,0,211,8,10,24,5945,128,110,8
2025-08-17,12,Sunday,reel,Travel,External,0,116,5,7,19,6513,214,118,11
2025-06-02,3,Monday,carousel,Food,Explore,1,6201,225,309,906,55298,694,111,9
2025-07-17,0,Thursday,reel,Photography,Home Feed,0,112,5,9,15,2422,885,110,8
2025-08-30,10,Saturday,image,Comedy,Home Feed,1,342,8,18,49,5445,160,115,10
2025-03-14,18,Friday,image,Comedy,Explore,0,261,3,13,38,4204,496,134,12
2025-07-27,10,Sunday,image,Music,Home Feed,0,313,7,14,43,10220,49,107,6
2025-01-29,19,Wednesday,reel,Food,External,0,0,2,4,6,2557,916,134,14
2025-09-19,4,Friday,reel,Travel,Profile,0,236,3,12,38,7078,862,116,7
2025-02-06,14,Thursday,reel,Beauty,External,1,358,19,18,49,5668,901,128,4
2025-08-16,19,Saturday,carousel,Lifestyle,External,0,71,5,5,8,3469,713,122,9
2025-07-17,4,Thursday,carousel,Photography,Home Feed,1,149,3,8,25,6737,886,139,4
2024-12-24,16,Tuesday,image,Technology,External,0,368,3,17,69,6271,353,110,6
2025-07-01,7,Tuesday,carousel,Fashion,Hashtags,0,76,2,3,9,4794,952,126,14
2025-02-02,1,Sunday,reel,Fashion,Profile,1,225,4,18,0,7129,778,122,11
2025-07-22,5,Tuesday,reel,Photography,Home Feed,0,61,1,2,4,1348,345,89,5
2025-08-03,17,Sunday,image,Travel,Hashtags,0,75,0,12,21,2850,79,121,12
2025-06-27,17,Friday,carousel,Photography,Hashtags,1,140,6,5,22,13546,378,127,12
2025-09-19,13,Friday,reel,Food,Profile,0,28,0,3,3,3766,121,110,11
2024-11-21,23,Thursday,reel,Fashion,Reels Feed,0,191,8,11,37,3063,324,115,9
2025-07-20,2,Sunday,image,Music,Explore,0,527,14,25,93,10742,572,111,5
2025-08-28,23,Thursday,image,Food,External,0,80,3,6,14,5110,999,131,7
2024-12-15,1,Sunday,image,Fashion,Home Feed,0,1380,41,65,210,24752,694,118,6
2025-11-14,16,Friday,reel,Beauty,External,0,599,7,28,93,11736,971,109,5
2025-05-11,0,Sunday,carousel,Lifestyle,Reels Feed,0,39,0,2,6,1548,456,113,3
2025-01-14,22,Tuesday,carousel,Comedy,Profile,1,123,4,6,19,4288,120,113,6
2025-02-25,7,Tuesday,image,Food,Hashtags,0,194,4,8,24,8185,9,101,5
2025-08-15,0,Friday,carousel,Comedy,Hashtags,0,81,2,5,11,4056,653,108,6
2024-11-19,18,Tuesday,image,Comedy,Explore,0,234,5,12,44,13773,543,107,4
2025-11-15,11,Saturday,reel,Fashion,Profile,0,532,16,24,90,7669,953,115,8
2025-04-06,3,Sunday,reel,Food,Reels Feed,0,147,3,7,16,4013,453,115,8
2025-03-30,11,Sunday,image,Lifestyle,Reels Feed,0,82,0,4,5,5447,283,126,6
2025-07-05,23,Saturday,carousel,Beauty,Reels Feed,0,1023,26,43,0,31027,227,116,11
2025-05-31,22,Saturday,image,Fitness,Explore,0,122,1,6,26,5030,691,123,8
2025-03-28,20,Friday,carousel,Music,Home Feed,1,1144,22,67,185,19383,74,99,12
2025-04-01,11,Tuesday,image,Comedy,Reels Feed,0,488,18,29,76,8368,945,128,4
2025-04-27,6,Sunday,image,Lifestyle,Reels Feed,0,349,13,18,0,7098,213,99,6
2025-07-26,17,Saturday,image,Technology,Hashtags,0,516,14,31,93,13171,960,123,8
2025-10-23,6,Thursday,image,Technology,Explore,0,486,0,27,84,9366,577,131,11
2025-08-18,10,Monday,carousel,Fitness,Profile,0,66,1,6,9,3600,932,125,9
2025-07-11,0,Friday,reel,Fitness,Reels Feed,0,113,4,4,16,4529,585,110,4
2025-01-26,21,Sunday,image,Fitness,Reels Feed,0,510,17,30,88,8969,739,120,9
2025-08-22,7,Friday,reel,Music,Home Feed,0,187,11,6,29,4714,261,129,8
2025-11-10,6,Monday,reel,Music,Home Feed,0,93,3,7,17,6112,228,106,8
2025-10-15,20,Wednesday,carousel,Beauty,Explore,0,490,16,29,46,16016,313,115,3
2025-02-07,18,Friday,reel,Comedy,External,0,350,15,13,51,18715,945,114,5
2025-05-26,22,Monday,image,Travel,Home Feed,1,47,2,4,10,889,860,117,7
2025-08-24,8,Sunday,reel,Technology,Reels Feed,1,52,3,4,8,4604,138,125,9
2025-01-17,9,Friday,image,Fashion,Home Feed,0,810,20,37,0,16626,70,135,6
2025-05-16,22,Friday,carousel,Fashion,Home Feed,0,307,10,19,37,9585,431,120,6
2025-11-09,0,Sunday,carousel,Fitness,External,0,179,3,0,29,5089,522,117,7
2024-12-08,12,Sunday,reel,Photography,Hashtags,0,204,2,11,33,5302,204,128,11
2025-05-04,12,Sunday,image,Technology,External,0,1941,66,99,264,25281,435,133,19
2025-01-21,15,Tuesday,reel,Travel,Reels Feed,1,128,5,0,28,2634,313,138,8
2024-11-25,22,Monday,image,Travel,External,1,250,3,17,42,10506,467,132,6
2025-05-12,14,Monday,carousel,Fashion,Reels Feed,0,268,7,20,40,11054,788,113,12
2025-11-02,1,Sunday,image,Photography,Profile,0,91,0,3,14,6287,596,123,8
2025-02-06,14,Thursday,reel,Travel,Hashtags,0,59,3,6,10,7182,424,130,10
2025-01-03,6,Friday,image,Technology,Reels Feed,1,134,4,3,28,11071,179,129,6
2025-10-31,11,Friday,reel,Comedy,Hashtags,1,159,2,9,23,3028,577,134,4
2025-03-15,11,Saturday,carousel,Lifestyle,Profile,0,326,9,10,41,11111,368,118,5
2025-09-15,4,Monday,reel,Photography,External,1,144,2,6,25,7984,440,107,9
2025-09-15,5,Monday,reel,Travel,Reels Feed,0,61,2,5,9,2101,809,148,10
2024-11-20,5,Wednesday,reel,Photography,Hashtags,1,369,10,14,62,11004,393,119,11
2025-07-24,18,Thursday,carousel,Photography,Explore,1,62,0,4,12,8237,341,117,10
2025-02-04,14,Tuesday,carousel,Comedy,Explore,0,76,2,5,9,2321,357,120,3
2025-08-31,8,Sunday,image,Technology,Explore,1,136,7,6,10,3092,818,120,13
2025-09-12,12,Friday,carousel,Fashion,Reels Feed,1,118,3,6,26,3773,665,138,8
2025-05-28,2,Wednesday,carousel,Comedy,Explore,0,80,2,1,9,8837,636,120,8
2025-05-15,14,Thursday,reel,Travel,Hashtags,0,827,22,32,115,12133,97,111,5
2025-03-13,1,Thursday,image,Fitness,Reels Feed,0,456,15,24,93,5189,749,124,7
2025-05-04,1,Sunday,image,Comedy,Home Feed,0,314,9,11,50,8280,59,134,2
2025-11-05,6,Wednesday,carousel,Fitness,Hashtags,0,121,0,4,16,5216,725,125,11
2025-08-13,13,Wednesday,carousel,Food,Profile,0,128,9,7,18,4087,369,130,11
2025-05-02,12,Friday,reel,Fashion,Home Feed,1,143,7,6,27,8174,188,112,4
2025-08-19,11,Tuesday,image,Technology,Explore,0,240,10,7,41,5700,182,135,7
2024-11-21,6,Thursday,carousel,Lifestyle,Profile,0,131,2,3,12,3298,342,134,11
2025-06-20,1,Friday,image,Photography,Profile,0,405,12,20,73,8417,426,126,6
2025-04-02,14,Wednesday,carousel,Fitness,Home Feed,0,94,4,6,17,4222,690,122,10
2024-12-13,3,Friday,reel,Lifestyle,Hashtags,0,234,5,14,29,5295,494,126,14
2025-07-11,20,Friday,reel,Lifestyle,External,1,84,1,4,11,9898,348,128,10
2025-07-26,17,Saturday,carousel,Fitness,Reels Feed,0,556,19,27,72,18542,503,115,7
2025-02-15,23,Saturday,image,Lifestyle,Profile,0,337,7,20,53,4900,857,101,11
2025-07-10,5,Thursday,carousel,Photography,External,1,65,3,5,9,2906,796,115,14
2025-08-02,20,Saturday,carousel,Beauty,Home Feed,0,268,13,17,46,16394,216,116,14
2025-01-30,23,Thursday,image,Food,Profile,0,421,20,18,68,9755,599,129,8
2025-05-20,21,Tuesday,image,Fitness,Hashtags,0,403,10,0,54,8126,407,116,8
2025-07-04,10,Friday,image,Photography,Hashtags,0,0,8,7,12,2169,976,136,7
2025-11-11,6,Tuesday,image,Fashion,Home Feed,1,293,4,16,45,5484,210,128,3
2025-09-25,7,Thursday,reel,Fitness,Reels Feed,0,541,22,28,77,11615,598,114,3
2025-03-13,9,Thursday,image,Photography,Explore,0,50,5,5,5,4074,630,113,10
2025-02-16,6,Sunday,reel,Photography,Explore,0,51,2,3,8,2370,952,131,12
2025-01-01,6,Wednesday,carousel,Comedy,Explore,0,553,23,25,88,13082,171,118,9
2025-06-17,23,Tuesday,carousel,Beauty,Reels Feed,0,215,6,8,34,9796,973,132,6
2025-09-28,5,Sunday,carousel,Fitness,Reels Feed,0,259,10,7,38,9587,779,126,4
2024-11-25,3,Monday,carousel,Technology,Profile,1,790,31,36,93,18234,269,115,5
2025-11-11,8,Tuesday,reel,Photography,Explore,1,713,20,38,101,25690,754,113,10
2025-05-21,23,Wednesday,carousel,Food,Home Feed,1,174,7,6,25,4579,205,104,10
2025-01-10,3,Friday,image,Comedy,Reels Feed,1,274,13,4,38,6281,196,122,12
2025-03-12,2,Wednesday,carousel,Photography,Explore,1,262,6,6,28,20787,246,121,10
2025-07-18,11,Friday,image,Fitness,Hashtags,1,621,20,38,85,15061,93,145,7
2024-12-15,20,Sunday,carousel,Travel,Hashtags,0,42,2,1,7,3590,608,121,11
2025-07-23,10,Wednesday,carousel,Photography,Explore,1,39,1,1,9,4174,202,144,10
2024-11-24,10,Sunday,image,Music,Profile,0,903,40,46,129,22820,769,135,4
2025-08-14,7,Thursday,image,Travel,Hashtags,0,0,26,48,142,15383,896,141,5
2025-04-06,8,Sunday,image,Photography,Reels Feed,0,131,4,8,18,5986,95,125,6
2025-02-25,5,Tuesday,reel,Lifestyle,Hashtags,0,41,1,1,4,1836,138,132,6
2025-06-24,2,Tuesday,image,Photography,Hashtags,0,112,4,2,17,5411,850,127,8
2025-04-01,21,Tuesday,reel,Fashion,Profile,0,206,10,14,26,5292,465,124,6
2025-11-15,9,Saturday,image,Lifestyle,Home Feed,0,324,11,16,50,7390,752,112,4
2025-05-20,12,Tuesday,reel,Fitness,Home Feed,0,352,14,20,55,7842,465,131,5
2025-03-31,8,Monday,image,Food,Hashtags,0,92,2,3,0,3306,110,137,6
2025-03-04,17,Tuesday,image,Travel,Hashtags,0,379,10,12,60,7108,697,133,6
2025-01-08,2,Wednesday,carousel,Technology,Home Feed,1,233,4,13,32,9030,864,120,7
2024-11-26,6,Tuesday,reel,Comedy,Home Feed,0,134,5,4,22,3727,248,119,10
2025-08-19,4,Tuesday,carousel,Food,Hashtags,0,68,3,4,14,7509,64,122,11
2025-01-23,15,Thursday,carousel,Lifestyle,Reels Feed,1,422,0,21,58,12666,833,118,11
2025-02-06,8,Thursday,image,Comedy,Explore,0,168,3,8,25,12123,795,120,7
2025-01-09,12,Thursday,carousel,Travel,Home Feed,0,309,10,14,35,6364,330,105,7
2025-07-09,11,Wednesday,reel,Technology,Profile,0,740,19,32,99,15681,191,122,6
2025-09-19,0,Friday,reel,Music,Home Feed,0,431,15,25,56,9501,587,111,5
2024-12-30,23,Monday,image,Music,External,0,923,28,52,137,19021,831,133,8
2025-06-16,21,Monday,reel,Technology,External,1,152,7,5,25,6042,71,115,12
2025-08-03,17,Sunday,image,Comedy,Hashtags,1,698,17,39,111,12459,22,130,10
2025-10-04,5,Saturday,reel,Fitness,Home Feed,0,498,11,27,52,29427,479,121,4
2025-01-10,16,Friday,carousel,Comedy,External,0,653,28,24,88,11049,851,121,7
2025-08-10,22,Sunday,carousel,Photography,Reels Feed,0,125,3,5,14,3451,293,109,7
2025-01-19,18,Sunday,carousel,Comedy,Explore,0,244,7,13,36,9051,171,105,10
2025-06-19,19,Thursday,reel,Fitness,Reels Feed,1,28,1,1,4,3694,98,111,11
2025-07-07,5,Monday,reel,Food,Hashtags,1,366,5,24,71,7332,471,109,9
2025-10-21,4,Tuesday,image,Travel,Explore,1,106,1,5,20,4481,738,120,6
2025-06-26,1,Thursday,reel,Comedy,Home Feed,1,187,1,6,27,6819,357,125,9
2025-03-17,23,Monday,image,Travel,Explore,1,48,1,1,8,5585,466,128,13
2025-01-28,9,Tuesday,image,Lifestyle,External,0,493,13,26,71,8559,584,108,11
2025-02-14,10,Friday,reel,Music,External,0,68,1,1,13,4533,329,120,11
2024-12-01,23,Sunday,image,Music,Hashtags,0,270,7,9,37,5195,269,119,8
2024-12-10,1,Tuesday,carousel,Fitness,Home Feed,0,125,6,7,23,3989,51,123,6
2025-02-07,17,Friday,carousel,Lifestyle,Reels Feed,1,23,0,2,3,1026,962,109,9
2025-05-12,15,Monday,carousel,Music,Hashtags,1,88,2,4,11,3645,597,122,3
2025-11-05,22,Wednesday,reel,Fitness,External,0,168,2,6,25,13672,719,105,16
2025-01-06,2,Monday,carousel,Comedy,Reels Feed,1,72,5,6,17,3142,893,110,9
2025-10-23,10,Thursday,reel,Lifestyle,Home Feed,0,158,5,9,22,3913,608,112,8
2025-07-18,21,Friday,reel,Photography,Explore,0,320,11,18,53,5761,194,116,11
2025-07-25,2,Friday,carousel,Photography,Reels Feed,0,181,3,6,26,5030,49,112,10
2024-12-04,5,Wednesday,carousel,Photography,Reels Feed,0,31,1,0,4,4757,62,119,12
2024-12-09,23,Monday,image,Food,Profile,1,529,9,29,73,16388,699,142,9
2025-04-07,22,Monday,carousel,Photography,Home Feed,1,188,10,9,35,16276,107,128,8
2025-01-07,22,Tuesday,reel,Lifestyle,Reels Feed,0,199,5,11,26,4198,736,123,4
2025-06-17,4,Tuesday,carousel,Fashion,Profile,1,384,0,19,67,11861,455,124,9
2025-03-04,9,Tuesday,reel,Music,Reels Feed,0,673,19,36,126,15150,365,118,8
2025-01-21,19,Tuesday,image,Photography,Reels Feed,0,81,2,3,17,6782,520,118,11
2025-05-20,10,Tuesday,reel,Lifestyle,Profile,0,260,10,12,31,10082,363,105,8
2025-05-02,23,Friday,carousel,Beauty,External,0,57,3,1,4,1887,964,100,5
2025-07-05,17,Saturday,image,Comedy,Home Feed,0,287,8,14,48,5591,999,124,5
2024-12-18,20,Wednesday,carousel,Food,Profile,0,54,0,3,7,1043,92,117,11
2025-10-02,6,Thursday,image,Travel,Hashtags,1,137,3,5,16,7878,771,123,4
2025-09-18,15,Thursday,reel,Fitness,Explore,0,106,4,1,17,4160,390,119,10
2025-11-03,20,Monday,reel,Beauty,Home Feed,0,52,1,4,5,3237,769,136,11
2025-01-20,23,Monday,carousel,Beauty,Hashtags,0,237,8,14,35,7870,87,137,5
2025-11-10,14,Monday,reel,Food,Reels Feed,1,228,6,6,24,3203,878,129,7
2024-12-12,7,Thursday,reel,Fitness,Home Feed,1,80,0,1,11,3785,213,134,4
2025-03-18,20,Tuesday,reel,Food,Profile,0,163,5,6,25,3978,384,110,12
2025-08-05,7,Tuesday,image,Photography,Reels Feed,0,118,1,9,23,8229,185,118,8
2025-08-14,1,Thursday,image,Travel,Home Feed,0,611,10,34,100,14096,171,116,13
2025-04-01,14,Tuesday,carousel,Fitness,Hashtags,0,417,10,13,56,8621,577,137,7
2025-06-30,14,Monday,image,Lifestyle,Profile,0,93,0,8,14,5209,345,113,10
2025-04-28,11,Monday,image,Music,Explore,0,81,0,5,0,10817,987,125,4
2025-05-21,10,Wednesday,image,Food,Home Feed,0,424,12,19,69,9269,12,112,7
2025-05-12,4,Monday,image,Travel,Reels Feed,1,89,1,1,19,3337,418,120,10
2025-10-12,20,Sunday,carousel,Comedy,Home Feed,0,902,40,39,111,34740,80,118,9
2025-01-02,8,Thursday,image,Fashion,External,0,180,2,7,32,4981,940,123,7
2025-03-27,11,Thursday,carousel,Comedy,Reels Feed,1,365,17,19,54,7161,842,119,9
2025-10-26,1,Sunday,image,Fashion,External,1,281,8,14,40,5787,253,130,3
2025-04-24,2,Thursday,carousel,Technology,Reels Feed,0,124,3,8,13,3106,685,100,6
2025-03-12,21,Wednesday,reel,Lifestyle,Reels Feed,0,265,8,16,40,7242,675,102,7
2025-08-21,5,Thursday,carousel,Technology,Hashtags,1,800,27,43,89,16534,460,106,5
2025-05-07,19,Wednesday,image,Food,Profile,0,75,5,1,15,5507,750,114,9
2025-01-07,18,Tuesday,image,Food,Explore,1,250,9,11,27,5376,721,101,9
2025-08-30,7,Saturday,image,Fashion,Home Feed,1,128,3,5,13,3951,339,122,8
2025-04-20,16,Sunday,carousel,Fitness,Explore,1,375,14,21,54,13237,880,96,5
2025-11-14,8,Friday,reel,Travel,Hashtags,1,0,3,4,9,4474,519,159,8
2025-06-10,0,Tuesday,reel,Photography,Hashtags,0,258,5,11,48,7692,860,114,12
2025-08-21,12,Thursday,reel,Beauty,Explore,0,372,8,18,55,7299,766,106,9
2024-11-27,17,Wednesday,carousel,Food,External,1,277,13,13,39,10088,272,147,7
2025-09-08,19,Monday,carousel,Technology,Explore,0,71,4,7,6,2717,463,121,9
2025-09-12,20,Friday,image,Technology,Hashtags,0,2073,48,63,315,21621,242,118,10
2025-04-29,19,Tuesday,image,Comedy,Home Feed,0,415,10,23,55,7852,809,127,5
2025-02-15,11,Saturday,reel,Lifestyle,Hashtags,0,246,6,19,40,10192,817,134,14
2025-07-08,11,Tuesday,reel,Fashion,Reels Feed,1,334,14,16,57,9653,588,134,9
2024-12-10,11,Tuesday,image,Beauty,Profile,0,94,4,11,12,4868,115,140,9
2025-01-06,9,Monday,image,Fashion,Home Feed,1,463,8,22,68,16953,36,119,6
2025-02-16,7,Sunday,carousel,Food,Explore,0,46,2,3,5,6463,815,137,3
2025-08-28,11,Thursday,image,Music,Profile,0,212,5,11,34,12351,127,122,6
2025-01-08,20,Wednesday,image,Beauty,Explore,0,0,6,5,23,4516,144,122,11
2025-06-15,15,Sunday,carousel,Comedy,Home Feed,0,162,7,4,30,2978,440,118,7
2025-05-06,17,Tuesday,carousel,Technology,Hashtags,0,26,0,0,3,2473,856,125,7
2025-06-11,16,Wednesday,reel,Comedy,Home Feed,0,285,5,10,44,5177,5,124,4
2025-09-06,10,Saturday,carousel,Food,Profile,0,379,11,25,76,9501,85,133,8
2025-08-03,8,Sunday,carousel,Music,Home Feed,1,86,3,2,0,5428,935,118,9
2025-03-19,20,Wednesday,carousel,Photography,Explore,1,37,0,2,5,3722,282,116,9
2025-06-01,2,Sunday,image,Beauty,Home Feed,1,168,6,3,27,4364,483,140,4
2025-09-14,3,Sunday,carousel,Fashion,Explore,1,193,7,8,27,4545,999,123,10
2025-09-13,16,Saturday,reel,Beauty,Explore,0,126,3,7,18,4376,510,129,6
2025-06-13,7,Friday,image,Technology,Explore,1,173,4,8,22,7070,13,112,4
2025-06-09,16,Monday,carousel,Fashion,External,0,108,1,4,15,12166,732,117,10
2025-09-30,4,Tuesday,carousel,Photography,Explore,0,67,3,2,11,3879,472,110,6
2025-05-14,15,Wednesday,reel,Photography,Reels Feed,1,335,21,13,52,5915,430,111,9
2025-08-17,16,Sunday,carousel,Lifestyle,Explore,0,70,3,2,6,2554,138,106,4
2024-12-30,7,Monday,image,Fashion,Hashtags,1,36,2,0,6,1965,984,135,11
2025-07-23,20,Wednesday,reel,Travel,Hashtags,1,131,3,3,30,10478,789,140,4
2025-03-17,11,Monday,image,Music,Reels Feed,0,113,6,9,18,4042,92,139,4
2025-09-16,14,Tuesday,carousel,Travel,Profile,1,67,3,5,8,2920,916,124,7
2025-04-02,4,Wednesday,reel,Photography,External,1,264,12,9,40,5774,748,106,8
2025-03-26,22,Wednesday,reel,Fashion,Home Feed,0,660,21,46,88,14528,47,138,8
2025-07-21,21,Monday,carousel,Lifestyle,Hashtags,1,328,8,21,41,9099,619,115,8
2025-09-13,9,Saturday,carousel,Beauty,External,1,202,4,6,0,9755,610,137,9
2025-01-26,14,Sunday,carousel,Beauty,Explore,0,174,7,8,18,6143,810,106,9
2025-10-30,8,Thursday,carousel,Beauty,Reels Feed,0,382,10,19,64,5626,428,134,7
2025-11-10,14,Monday,image,Lifestyle,Explore,0,442,14,22,62,8342,258,130,8
2025-08-28,14,Thursday,image,Food,Reels Feed,1,232,5,9,41,3316,720,143,13
2025-09-20,15,Saturday,carousel,Fashion,External,0,285,9,12,46,9369,364,130,9
2025-01-25,23,Saturday,image,Travel,Reels Feed,1,302,8,16,41,5272,971,122,2
2025-10-12,7,Sunday,image,Music,Home Feed,0,31,0,2,8,1321,308,123,7
2025-08-10,18,Sunday,image,Photography,Reels Feed,1,921,27,39,165,4980,118,131,7
2025-09-03,12,Wednesday,image,Music,Hashtags,1,0,8,13,56,6081,295,132,10
2025-08-16,13,Saturday,image,Photography,Hashtags,1,103,1,6,0,1508,292,127,7
2025-05-18,2,Sunday,carousel,Fashion,Explore,0,85,5,0,18,3788,404,140,8
2025-06-19,4,Thursday,carousel,Fashion,Profile,0,70,2,4,6,2268,354,137,17
2025-04-19,23,Saturday,image,Comedy,Hashtags,0,299,4,15,45,6887,150,138,9
2025-01-30,18,Thursday,image,Travel,Home Feed,1,222,7,11,42,3923,236,103,6
2025-06-12,2,Thursday,carousel,Technology,Reels Feed,0,208,7,9,30,3399,105,108,9
2025-11-18,15,Tuesday,carousel,Photography,Reels Feed,0,1147,30,57,166,19545,997,117,10
2025-01-15,7,Wednesday,reel,Fitness,External,0,0,0,5,12,4408,772,128,7
2025-10-09,3,Thursday,carousel,Technology,Home Feed,0,738,23,34,94,25114,443,122,6
2025-08-31,11,Sunday,image,Beauty,Reels Feed,0,638,18,26,104,12613,932,110,6
2025-08-13,15,Wednesday,carousel,Music,Profile,0,196,6,10,30,17707,330,109,7
2024-12-10,16,Tuesday,carousel,Fashion,External,1,413,15,16,61,10152,498,106,8
2025-09-23,4,Tuesday,image,Fitness,Reels Feed,1,109,3,8,19,3074,559,119,12
2025-02-04,14,Tuesday,carousel,Photography,Reels Feed,0,1174,35,65,179,22246,916,137,10
2024-11-20,4,Wednesday,reel,Food,Reels Feed,0,287,11,18,46,7187,110,123,12
2025-06-14,19,Saturday,image,Photography,External,0,80,1,2,14,5474,886,126,6
2024-11-28,15,Thursday,image,Music,Profile,0,179,5,6,24,10302,284,117,5
2025-10-24,5,Friday,image,Photography,Reels Feed,0,63,1,3,7,5697,632,111,7
2024-12-18,3,Wednesday,carousel,Photography,Reels Feed,0,272,4,16,41,5406,339,137,8
2024-12-30,22,Monday,carousel,Lifestyle,Explore,0,518,19,18,78,11312,379,107,7
2025-11-18,7,Tuesday,image,Travel,Reels Feed,1,263,6,17,42,4124,272,127,15
2025-09-02,10,Tuesday,image,Technology,Hashtags,0,362,12,20,60,9794,552,102,11
2025-09-28,10,Sunday,reel,Food,Profile,1,183,10,12,17,4774,990,113,9
2025-07-08,10,Tuesday,carousel,Fashion,External,1,611,16,35,89,12498,585,136,8
2025-08-03,16,Sunday,carousel,Photography,Explore,0,354,15,15,49,15013,183,111,7
2025-01-19,11,Sunday,carousel,Food,Explore,0,90,4,3,18,5309,7,116,7
2025-01-17,13,Friday,image,Comedy,Home Feed,1,728,27,27,117,18951,413,129,9
2025-07-09,7,Wednesday,image,Photography,Profile,0,344,11,12,47,8480,739,114,8
2025-11-02,19,Sunday,carousel,Lifestyle,Reels Feed,0,122,6,5,13,2161,673,123,5
2025-04-08,17,Tuesday,carousel,Lifestyle,Home Feed,1,215,7,11,37,4365,870,114,8
2025-03-03,1,Monday,carousel,Fitness,Home Feed,0,63,3,4,0,2673,331,137,7
2025-05-09,2,Friday,image,Beauty,Profile,0,498,16,19,87,15542,978,102,6
